"title","url","source","type"
"对十三届全国人大五次会议第6848号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230112_1346431.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第7277号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230112_1346432.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第7794号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230112_1346433.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第8276号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230112_1346434.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第0290号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230112_1346435.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第2012号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230112_1346436.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第3124号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230112_1346437.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第5612号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230112_1346440.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第0952号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346494.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第0963号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346495.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第1763、2006、8535号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346496.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第2616号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346497.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第2741号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346498.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第4367号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346501.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第4833号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346502.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第7104号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346503.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第0996号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346506.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第2110号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346508.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第2427号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346509.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第3308号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346511.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第3606号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346512.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第3876、6286号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346513.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第4748号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346516.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第7502号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346519.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第1923号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346522.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第3425号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346528.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第4226号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346532.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第4626号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346533.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第5645号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346534.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第5873号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346537.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第6004号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346544.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第6341号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346547.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第6863号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346548.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第0280号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346562.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第0388号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346563.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第0569号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346564.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第0773号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346565.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第0782号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346566.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第1015号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346567.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第1937号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346568.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第2810号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346570.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第3111号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346572.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第3159号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346573.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第3843号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346574.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第4055号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346575.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第4458号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346576.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第4563号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346577.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第4662号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346578.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第4674号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346579.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第7827号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346580.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第4847号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346581.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第5456号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346582.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第6031号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346583.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第6598号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346584.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第7465号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230113_1346585.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第1445号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346627.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第2596号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346628.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第4320号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346629.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第6156号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346630.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第7004号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346634.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第1507号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346637.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第8968号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346638.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第3004号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346641.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第5834号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346642.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第7076号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346644.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第7115号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346647.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第0017号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346651.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第0371、2694、2964、5842、5848号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346655.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第1033号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346657.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第1165号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346659.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第1374号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346661.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第1477号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346662.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第1821号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346663.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第2061号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346666.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第2391号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346668.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第4113号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346671.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第5028号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346672.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第8733号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346677.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第0352、1041、4647号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346679.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第1043号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346681.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第1514号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346682.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第8950号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346683.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第3616号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346686.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第5259号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230116_1346687.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第1373号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230118_1346893.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第0520号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230118_1346894.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第2935号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230118_1346899.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第3698号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230118_1346901.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第4705号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230118_1346903.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第5223号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230118_1346904.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第5514号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230118_1346905.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第5849号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230118_1346906.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第6060号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230118_1346907.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第6721号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230118_1346909.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第6792号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230118_1346911.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第7008号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230118_1346912.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第7330号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230118_1346913.html","NDRC-人大代表建议复文","建议答复函"
"对十三届全国人大五次会议第8241号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202301/t20230118_1346919.html","NDRC-人大代表建议复文","建议答复函"
"对十四届全国人大一次会议第2109号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202401/t20240126_1363676.html","NDRC-人大代表建议复文","建议答复函"
"对十四届全国人大一次会议第2988号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202401/t20240126_1363677.html","NDRC-人大代表建议复文","建议答复函"
"对十四届全国人大一次会议第5454号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202401/t20240126_1363678.html","NDRC-人大代表建议复文","建议答复函"
"对十四届全国人大一次会议第5858号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202401/t20240126_1363679.html","NDRC-人大代表建议复文","建议答复函"
"对十四届全国人大一次会议第6136号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202401/t20240126_1363680.html","NDRC-人大代表建议复文","建议答复函"
"对十四届全国人大一次会议第6178号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202401/t20240126_1363681.html","NDRC-人大代表建议复文","建议答复函"
"对十四届全国人大一次会议第5731号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202401/t20240126_1363685.html","NDRC-人大代表建议复文","建议答复函"
"对十四届全国人大一次会议第7248号建议的答复","https://www.ndrc.gov.cn/xxgk/jianyitianfuwen/qgrddbjyfwgk/202401/t20240126_1363686.html","NDRC-人大代表建议复文","建议答复函"
